fips,ag_emp_share
20167,0.0100808463918555
20169,0
20171,0.231695906432749
20173,0.00050916113585285
20175,0.0147506597198728
20177,0.000378183358419496
20179,0
20181,0
20183,0
20185,0.0929221854304636
20187,0.195742327896046
20189,0.139644413046038
20191,0.0149347834653426
20193,0.0228421757933849
20195,0.0036281179138322
20197,0.0338018146237324
20199,0.115064695009242
20201,0.0792043399638336
20203,0.199411572409284
20205,0.00608243297318928
20207,0.0428100987925357
20209,0.000243589879370055
20999,0
21001,0
21003,0.00778345148976253
21005,0
21007,0.0319056486654252
21009,0
21011,0
21013,0.00143820224719101
21015,0
21017,0
21019,0
21021,0
21023,0
21025,0
21027,0.00506046267087277
21029,0
21031,0
21033,0
21035,0
21037,0
21039,0.0731076633756465
21041,0
21043,0
21045,0
21047,0.00423212618855507
21049,0.00498402555910543
21051,0
21053,0.00403511255840295
21055,0
21057,0.00154846701765252
21059,0.000935016362786349
21061,0
21063,0
21065,0
21067,0.00889413009456213
21069,0
21071,0
21073,0.000735157666338344
21075,0
21077,0
21079,0
21081,0.000315756236185665
21083,0
21085,0
21087,0
21089,0
21091,0.00443413602564977
21093,0
21095,0.00169953756768507
21097,0.0048160097255342
21099,0.00217411416412249
21101,0.00756337148250057
21103,0
21105,0.0938536087732721
21107,0
21109,0
21111,0.000302139145147645
21113,0
21115,0
21117,0
21119,0
21121,0
21123,0
21125,0.000713959332876399
21127,0
21129,0
21131,0
21133,0
21135,0
21137,0
21139,0.0064210142283838
21141,0
21143,0
21145,0.000883614474095983
21147,0
21149,0
21151,0
21153,0
21155,0.0054709929039597
21157,0.000381962864721485
21159,0
21161,0.0011310795525952
21163,0.00290818446198587
21165,0
21167,0
21169,0.00194797754096482
21171,0.0191582672924521
21173,0
21175,0
21177,0.00941794040450826
21179,0
21181,0.00701663201663202
21183,0.011022986960613
21185,0
21187,0.0126063662149385
21189,0
21191,0
21193,0.000284600901965935
21195,0
21197,0
21199,0
21201,0
21203,0
21205,0
21207,0.00100904257383475
21209,0
21211,0.0107875509868667
21213,0.00592540003276719
21215,0
21217,0
21219,0
21221,0
21223,0
21225,0
21227,0.00184927853573634
21229,0
21231,0
21233,0.0300358225406448
21235,0
21237,0
21239,0.0608713049567349
21999,0.000179530911375848
22001,0.0105701640197865
22003,0.0134935553168636
22005,0.00108536548936043
22007,0.0102826141811759
22009,0
22011,0.0371031746031746
22013,0.0290368271954674
22015,0.00376763785487533
22017,0.00140564384499078
22019,0.00114408093104517
22021,0
22023,0.00956937799043062
22025,0.00846991530084699
22027,0.0124290957624291
22029,0.0141948347892138
22031,0.00717283252477752
22033,0.000165372786291243
22035,0.110176913645122
22037,0.0100063146645942
22039,0.0103385557931012
22041,0.0152466849197402
22043,0.0165111802162002
22045,0.0130686311233196
22047,0.00522006452791137
22049,0.00681759711860046
22051,0.000212662781845913
22053,0.0154515029245254
22055,0.00035896043600027
22057,0.00374714656942271
22059,0.0360422896198206
22061,0.00594624275134259
22063,0.00297458737649433
22065,0.0195424213536702
22067,0
22069,0.00991568179040902
22071,0.000225701075619209
22073,0.00159016907716106
22075,0.00438787207969324
22077,0
22079,0.0111681228979666
22081,0
22083,0.00589958662760365
22085,0.0336338580838044
22087,0
22089,0.000308240620334248
22091,0
22093,0
22095,0
22097,0.00441426146010187
22099,0.00497562956945573
22101,0.00536342247071622
22103,0.00117140832760128
22105,0.00297162627554405
22107,0.165441176470588
22109,0.00173416141281921
22111,0.014052061736927
22113,0.0242836135288741
22115,0.00881288665810669
22117,0.00858214823302105
22119,0.00142353579175705
22121,0.00962661542519121
22123,0
22125,0.000254673254214842
22127,0.0737039350405996
22999,0
23001,0.00992764510719908
23003,0.0516374000535598
23005,0
23007,0
23009,0
23011,0
23013,0.00878643787471573
23015,0.023344142863489
23017,0.0152743233357718
23019,0
23021,0
23023,0
23025,0
23027,0
23029,0
23031,0.0110207541838048
23999,0
24001,0
24003,0.000752632273182238
24005,0.00228955439905355
24009,0.00117498490089497
24011,0.0406600838631138
24013,0.00181797523008749
24015,0.022912385892815
24017,0
24019,0.0112697220135237
24021,0.00307031080324177
24023,0.00783020811868947
24025,0.000975863639320799
24027,0
24029,0
24031,0.000799513395890049
24033,0.000351347728998833
24035,0
24037,0
24039,0.0182249274541723
24041,0
24043,0
24045,0
24047,0
24510,0
24999,0.000833766602070237
25001,0
25003,0.00800602928509905
25005,0.00840553288832384
25007,0.0174619123917117
25009,0.00134114948661457
25011,0.0335956978733806
25013,0.00246259624133936
25015,0.00665596979707409
25017,0.00387245967398993
25019,0
25021,0.00268047000927744
25023,0.00435901228020073
25025,4.86248439369892e-05
25027,0.0048402662536155
25999,0.000555190375303456
26001,0
26003,0
26005,0.041788935985219
26007,0.00385048643113159
26009,0
26011,0
26013,0
26015,0.00717001016221913
26017,0.00606337822014052
26019,0
26021,0.0195070558749573
26023,0.0158227848101266
26025,0.013785046728972
26027,0
26029,0.00477397167292638
26031,0
26033,0
26035,0
26037,0.0425691614840232
26039,0
26041,0
26043,0
26045,0.00891900533457489
26047,0.00686171332351084
26049,0.00131290539445824
26051,0
26053,0
26055,0.00617778395982522
26057,0
26059,0.0207538029260731
26061,0
26063,0
26065,0.00504950955176188
26067,0.0252825288055041
26069,0
26071,0
26073,0.00881180894651176
26075,0.00527502635289304
26077,0.0123618310639318
26079,0.0313173837149605
26081,0.00664489687790681
26083,0.0251836306400839
26085,0.025544267053701
26087,0.01370033769236
26089,0
26091,0.00494001411432604
26093,0.00600830787932283
26095,0.0319430882968336
26097,0
26099,0.0043478839755548
26101,0
26103,0.00651170691656522
26105,0
26107,0
26109,0
26111,0
26113,0.228278087415664
26115,0
26117,0
26119,0
26121,0.00512846772255856
26123,0.041747837198098
26125,0.00133524545165874
26127,0
26129,0.0312161373676753
26131,0
26133,0.0140849430411095
26135,0.00756736803248431
26137,0.00795367334124049
26139,0.0262208204762735
26141,0
26143,0
26145,0.00398295258688227
26147,0.0020449415688886
26149,0.0413068101373354
26151,0.0206613542014601
26153,0.00580698681906167
26155,0.0026416906820365
26157,0.0179731841737271
26159,0.0533020135796842
26161,0.00094891104159298
26163,0.000814714758776052
26165,0.00495012091898428
26999,0.00462087649491732
27001,0
27003,0
27005,0.0163636065520012
27007,0.00229915497026747
27009,0.0184196169638499
27011,0.0292825768667643
27013,0
27015,0
27017,0
27019,0.00293941870250887
27021,0.00482337589710131
27023,0
27025,0
27027,0
27029,0
27031,0
27033,0
27035,0.00207660174947684
27037,0.00577035561952457
27039,0.0342698491629372
27041,0
27043,0.0309283964062075
27045,0.00126732673267327
27047,0
27049,0
27051,0.0753978606835377
27053,0.000880357512098802
27055,0.0303861987845521
27057,0
27059,0.00631387786130585
27061,0
27063,0.0445227577306795
27065,0
27067,0
27069,0
27071,0
27073,0.0237216068031778
27075,0.00313199105145414
27077,0.0161111988627389
27079,0
27081,0.119160260201064
27083,0.0130398760851554
27085,0
27087,0.0119575936883629
27089,0
27091,0.0528188121796804
27093,0.0160490767133474
27095,0
27097,0.0191921893807677
27099,0.00216710106305093
27101,0.0323920970066989
27103,0.0161375526131929
27105,0.03471799553662
27107,0.130536471276129
27109,0.0022574717276256
27111,0.0199102088619949
27113,0.00557901471529111
27115,0.000509213583272334
27117,0
27119,0.0474722181983734
27121,0
27123,0
27125,0.00922463226128148
27127,0
27129,0
27131,0.018010487119082
27133,0
27135,0.0138586787645268
27137,0.00148707031494584
27139,0.00208064058510135
27141,0
27143,0.193396526496596
27145,0.0120334436708138
27147,0
27149,0
27151,0
27153,0
27155,0.0849930523390459
27157,0
27159,0.00620653226516419
27161,0
27163,0.00246857000010416
27165,0
27167,0
27169,0
27171,0.00375336759066394
27173,0
27999,0.00226843585824203
28001,0.00276188597356481
28003,0.00507766953774401
28005,0.0505529225908373
28007,0.00319365673696382
28009,0
28011,0.0252940760472408
28013,0.105599723470446
28015,0
28017,0.039163179916318
28019,0
28021,0
28023,0.0258512507320338
28025,0
28027,0.0520732883317261
28029,0.0265823276029338
28031,0
28033,0
28035,0.00162554131795842
28037,0.0674085850556439
28039,0.0263972935626817
28041,0
28043,0.00913473061865829
28045,0
28047,6.15915250061592e-05
28049,0.00351999853524118
28051,0
28053,0.0821596244131455
28055,0.100478468899522
28057,0
28059,0.00373352855051245
28061,0.0281671942631953
28063,0
28065,0
28067,0.00801286275336725
28069,0.0496284873124912
28071,0.00173941934664282
28073,0.00608607268580495
28075,0.00341105180785746
28077,0.0103812586127699
28079,0.0162102756662698
28081,0.00177946102314251
28083,0.0370296595820967
28085,0.0229743228156766
28087,0.00336211433137779
28089,0.00247938316577214
28091,0.0129979035639413
28093,0.00342920353982301
28095,0.00426660831988622
28097,0.0154130702836005
28099,0
28101,0
28103,0.0402676820122303
28105,0
28107,0.00986715440893338
28109,0.00379169255157345
28111,0.0331517878285579
28113,0.0238992618323925
28115,0.00148948846710358
28117,0.00652714463323664
28119,0
28121,0.00105906526303228
28123,0
28125,0.161704452335428
28127,0.0104859916241925
28129,0
28131,0.0536382536382536
28133,0.0384872824631861
28135,0.0445311082894975
28137,0
28139,0.00776132156080889
28141,0.0176630987749786
28143,0.0405540358647041
28145,0.001221722221091
28147,0
28149,0
28151,0.0129605881850047
28153,0.039782620165673
28155,0.00920810313075506
28157,0.0239334027055151
28159,0.0429005687389684
28161,0.00896395546329496
28163,0.0295024218405989
28999,0.00154656982863203
29001,0.00258444679916264
29003,0
29005,0.114216281895504
29007,0
29009,0
29011,0.0481722867667895
29013,0
29015,0
29017,0
29019,0
29021,0
29023,0
29025,0
29027,0.0138042160168774
29029,0
29031,0.00100612659228517
29033,0.0780022446689113
29035,0
29037,0.0127622546649908
29039,0
29041,0.0371463054847794
29043,0
29045,0
29047,0.00165637638207378
29049,0.0199810764178772
29051,0
29053,0
29055,0
29057,0
29059,0
29061,0
29063,0.00296112331645811
29065,0
29067,0.0118239968986238
29069,0.0326511779394203
29071,0.00261961873500821
29073,0
29075,0.0440662684548631
29077,0.000149039599960999
29079,0
29081,0
29083,0
29085,0
29087,0
29089,0
29091,0.00331441690514301
29093,0.00323950759484558
29095,0.00178867165780504
29097,0.00587914393621486
29099,0.00148142940361167
29101,0
29103,0
