site_id,name,operator,county_fips,lat,lon,status,status_date,mw,cooling,water_source,power_source,confidence,source_url,notes
COMP-119,TX 301 Data Center,"Vantage Data Centers TX301, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX301, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX301, LLC; addr_guess=NA; verify county/MW"
COMP-120,TX 302 Data Center,"Vantage Data Centers TX302, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX302, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX302, LLC; addr_guess=NA; verify county/MW"
COMP-121,TX 303 Data Center,"Vantage Data Centers TX303, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX303, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX303, LLC; addr_guess=NA; verify county/MW"
COMP-122,TX 304 Data Center,"Vantage Data Centers TX304, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX304, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX304, LLC; addr_guess=NA; verify county/MW"
COMP-123,TX 305 Data Center,"Vantage Data Centers TX305, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX305, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX305, LLC; addr_guess=NA; verify county/MW"
COMP-124,TX 306 Data Center,"Vantage Data Centers TX306, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX306, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX306, LLC; addr_guess=NA; verify county/MW"
COMP-125,TX 307 Data Center,"Vantage Data Centers TX307, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX307, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX307, LLC; addr_guess=NA; verify county/MW"
COMP-126,TX 308 Data Center,"Vantage Data Centers TX308, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX308, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX308, LLC; addr_guess=NA; verify county/MW"
COMP-127,TX 309 Data Center,"Vantage Data Centers TX309, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX309, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX309, LLC; addr_guess=NA; verify county/MW"
COMP-128,TX 310 Data Center,"Vantage Data Centers TX310, LLC",,,,operating,10/08/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,"owner=Vantage Data Centers TX310, LLC; occupant=Oracle America Cloud Services LLC; operator=Vantage Data Centers TX310, LLC; addr_guess=NA; verify county/MW"
COMP-129,Winner LLC d/b/a Ernst LLC,Winner LLC d/b/a Ernst LLC,,,,operating,06/22/2015,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Winner LLC d/b/a Ernst LLC; occupant=Winner LLC d/b/a Ernst LLC; operator=Winner LLC d/b/a Ernst LLC; addr_guess=NA; verify county/MW
COMP-130,Wurldwide LLC DBA Statue LLC,Wurldwide LLC DBA Statue LLC,,,,operating,09/17/2025,,unknown,unknown,unknown,high,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,owner=Wurldwide LLC DBA Statue LLC; occupant=Wurldwide LLC DBA Statue LLC; operator=Wurldwide LLC DBA Statue LLC; addr_guess=NA; verify county/MW
